exercise_id,name,body_part,target_muscle,secondary_muscles,equipment,exercise_type,difficulty_level,instructions,source_dataset
ex_92aedbbf19,dumbbell standing alternate overhead press,shoulders,delts,"triceps, core",dumbbell,strength,unknown,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder level with your palms facing forward. Press one dumbbell overhead, fully extending your arm. Lower the dumbbell back to shoulder level. Repeat with the other arm. Continue alternating arms for the desired number of repetitions.",fitness_exercises
ex_6d8636219a,dumbbell standing alternate raise,shoulders,delts,"traps, forearms",dumbbell,strength,unknown,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing your body. Keep your back straight and your core engaged. Raise one dumbbell to the side, keeping your arm straight and your palm facing down. Continue lifting until your arm is parallel to the ground. Pause for a moment at the top, then slowly lower the dumbbell back to the starting position. Repeat with the other arm. Alternate between arms for the desired number of repetitions.",fitness_exercises
ex_cfe8f7564f,dumbbell standing around world,shoulders,delts,"triceps, forearms",dumbbell,strength,unknown,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand. Extend your arms straight out to the sides at shoulder height, palms facing down. Keeping your arms straight, slowly rotate your arms in a circular motion, bringing the dumbbells in front of your body and then overhead. Continue the circular motion, bringing the dumbbells back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_4f827e0be2,dumbbell standing front raise above head,shoulders,delts,"trapezius, biceps",dumbbell,strength,unknown,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip. Keep your arms straight and lift the dumbbells in front of you, raising them above your head. Pause for a moment at the top, then slowly lower the dumbbells back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_1f759497c5,dumbbell standing one arm palm in press,shoulders,delts,"triceps, core",dumbbell,strength,unknown,"Stand with your feet shoulder-width apart, holding a dumbbell in one hand at shoulder height with your palm facing inwards. Engage your core and keep your back straight. Press the dumbbell upwards until your arm is fully extended. Pause for a moment at the top, then slowly lower the dumbbell back to the starting position. Repeat for the desired number of repetitions, then switch to the other arm.",fitness_exercises
ex_c5d9071eaf,dumbbell standing overhead press,shoulders,delts,"triceps, upper back",dumbbell,strength,unknown,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder level with your palms facing forward. Press the dumbbells upward until your arms are fully extended overhead. Pause for a moment at the top, then slowly lower the dumbbells back down to shoulder level. Repeat for the desired number of repetitions.",fitness_exercises
ex_1c24d975f2,dumbbell standing palms in press,shoulders,delts,"triceps, chest",dumbbell,strength,unknown,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder level with your palms facing inwards. Keeping your core engaged and your back straight, press the dumbbells upwards until your arms are fully extended overhead. Pause for a moment at the top, then slowly lower the dumbbells back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_792c760c93,dumbbell upright row,shoulders,delts,"traps, biceps",dumbbell,strength,unknown,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip. Let the dumbbells hang in front of your thighs, with your arms fully extended. Keeping your back straight and your core engaged, exhale and lift the dumbbells straight up towards your chin, leading with your elbows. Pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_6edcbf631b,dumbbell upright row (back pov),shoulders,delts,"traps, biceps",dumbbell,strength,unknown,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip. Let the dumbbells hang in front of your thighs, with your arms fully extended and your palms facing your body. Keeping your back straight and your core engaged, exhale and lift the dumbbells straight up towards your chin, leading with your elbows. Continue lifting until the dumbbells are at shoulder height, with your elbows pointing out to the sides. Pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_3cb56bb92f,dumbbell upright shoulder external rotation,shoulders,delts,"rotator cuff, trapezius",dumbbell,mobility,unknown,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand with your palms facing your body. Raise your arms out to the sides until they are parallel to the ground, keeping your elbows slightly bent. Rotate your arms externally, bringing the dumbbells up towards your head while keeping your elbows in the same position. Pause for a moment at the top, then slowly lower the dumbbells back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_92fadb9ce3,dumbbell w-press,shoulders,delts,"triceps, chest",dumbbell,strength,unknown,"Sit on a bench with a dumbbell in each hand, palms facing forward. Raise the dumbbells to shoulder height, elbows bent and palms facing forward. Press the dumbbells upward until your arms are fully extended overhead. Lower the dumbbells back to shoulder height. Repeat for the desired number of repetitions.",fitness_exercises
ex_de68ca2598,ez barbell anti gravity press,shoulders,delts,"triceps, chest",ez barbell,strength,unknown,"Start by standing with your feet shoulder-width apart and holding the ez barbell with an overhand grip. Raise the barbell to shoulder height, keeping your elbows slightly bent and your palms facing forward. Press the barbell overhead, extending your arms fully. Lower the barbell back to shoulder height and repeat for the desired number of repetitions.",fitness_exercises
ex_f647e38998,kettlebell alternating press,shoulders,delts,"triceps, core",kettlebell,strength,unknown,"Stand with your feet shoulder-width apart, holding a kettlebell in each hand at shoulder height. Press one kettlebell overhead, fully extending your arm. Lower the kettlebell back to shoulder height. Repeat with the other arm. Continue alternating arms for the desired number of repetitions.",fitness_exercises
ex_fa321d1ed6,kettlebell arnold press,shoulders,delts,"triceps, upper back",kettlebell,strength,unknown,"Stand with your feet shoulder-width apart, holding a kettlebell in each hand at shoulder height with your palms facing towards you. Engage your core and press the kettlebells overhead, rotating your palms to face forward as you extend your arms. Pause at the top of the movement, then slowly lower the kettlebells back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_09e716f3bf,kettlebell double jerk,shoulders,delts,"triceps, core",kettlebell,strength,unknown,"Stand with your feet shoulder-width apart, holding a kettlebell in each hand at shoulder height. Bend your knees slightly and engage your core. Press the kettlebells overhead, fully extending your arms. Bend your knees and quickly drop into a partial squat. Explosively extend your hips and knees, driving the kettlebells overhead. Lock out your arms and catch the kettlebells overhead with your knees slightly bent. Stand up straight and return to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_1c7ccaf365,kettlebell double push press,shoulders,delts,"triceps, core",kettlebell,strength,unknown,"Start by standing with your feet shoulder-width apart, holding a kettlebell in each hand at shoulder height. Bend your knees slightly and engage your core. Initiate the movement by explosively extending your hips, knees, and ankles, driving the kettlebells overhead. As the kettlebells reach the top, press them fully overhead, locking out your arms. Lower the kettlebells back to the starting position by bending your elbows and bringing them back down to shoulder height. Repeat for the desired number of repetitions.",fitness_exercises
ex_f779904989,kettlebell double snatch,shoulders,delts,"trapezius, forearms, core",kettlebell,strength,unknown,"Stand with your feet shoulder-width apart, holding a kettlebell in each hand at arm's length in front of your thighs. Bend your knees slightly and hinge forward at the hips, keeping your back flat and chest up. In one explosive motion, extend your hips, knees, and ankles, and simultaneously pull the kettlebells up towards your shoulders. As the kettlebells reach shoulder level, rotate your wrists and punch the kettlebells overhead, fully extending your arms. Lower the kettlebells back down to the starting position and repeat for the desired number of repetitions.",fitness_exercises
ex_1a7770cfd2,kettlebell one arm clean and jerk,shoulders,delts,"triceps, core",kettlebell,strength,unknown,"Stand with your feet shoulder-width apart, holding a kettlebell in one hand with an overhand grip. Bend your knees slightly and hinge at the hips, lowering the kettlebell between your legs. Explosively extend your hips, knees, and ankles, using the momentum to swing the kettlebell up to shoulder height. As the kettlebell reaches shoulder height, rotate your wrist and punch your hand straight up, locking out your arm overhead. Lower the kettlebell back down to the starting position and repeat for the desired number of repetitions.",fitness_exercises
ex_27b6170ff9,kettlebell one arm jerk,shoulders,delts,"triceps, core",kettlebell,strength,unknown,"Stand with your feet shoulder-width apart, holding a kettlebell in one hand at shoulder height. Bend your knees slightly and engage your core. Press the kettlebell overhead in a straight line, fully extending your arm. As you press the kettlebell overhead, simultaneously dip your knees and quickly straighten them to generate momentum. As the kettlebell reaches its highest point, quickly drop underneath it by bending your knees and hips. Catch the kettlebell with a slight bend in your knees and hips, and your arm fully extended overhead. Stand up straight, fully extending your knees and hips, and stabilize the kettlebell overhead. Lower the kettlebell back to the starting position by bending your knees and hips, and repeat for the desired number of repetitions.",fitness_exercises
ex_0c166f6b4f,kettlebell one arm military press to the side,shoulders,delts,"triceps, core",kettlebell,strength,unknown,"Stand with your feet shoulder-width apart, holding a kettlebell in one hand at shoulder height. Engage your core and keep your back straight. Press the kettlebell overhead, extending your arm fully. Pause for a moment at the top, then slowly lower the kettlebell back to the starting position. Repeat for the desired number of repetitions, then switch sides.",fitness_exercises
ex_2839cd71c7,kettlebell one arm push press,shoulders,delts,"triceps, core",kettlebell,strength,unknown,"Stand with your feet shoulder-width apart, holding a kettlebell in one hand at shoulder level. Bend your knees slightly and engage your core. Press the kettlebell overhead by extending your arm and fully extending your legs. Lower the kettlebell back to the starting position by bending your knees and bringing the kettlebell back to your shoulder. Repeat for the desired number of repetitions, then switch sides.",fitness_exercises
ex_ce45c0c18e,kettlebell one arm snatch,shoulders,delts,"trapezius, forearms, core",kettlebell,strength,unknown,"Stand with your feet shoulder-width apart, holding a kettlebell in one hand between your legs. Bend your knees slightly and hinge at the hips, lowering the kettlebell towards the ground. Explosively extend your hips and knees, using the momentum to swing the kettlebell up towards your shoulder. As the kettlebell reaches shoulder height, rotate your hand and punch it straight up overhead, fully extending your arm. Lower the kettlebell back down between your legs and repeat for the desired number of repetitions.",fitness_exercises
ex_c1d3109fbe,kettlebell pirate supper legs,shoulders,delts,"triceps, forearms",kettlebell,strength,unknown,"Stand with your feet shoulder-width apart, holding a kettlebell in one hand. Bend your knees slightly and hinge forward at the hips, keeping your back straight. Raise the kettlebell up to shoulder height, keeping your elbow close to your body. Extend your arm fully overhead, straightening your elbow. Lower the kettlebell back down to shoulder height, then return to the starting position. Repeat for the desired number of repetitions, then switch sides.",fitness_exercises
ex_911c8c6308,kettlebell seated press,shoulders,delts,"triceps, core",kettlebell,strength,unknown,"Sit on a bench with your back straight and feet flat on the ground. Hold a kettlebell in each hand at shoulder height, palms facing forward. Press the kettlebells overhead, fully extending your arms. Lower the kettlebells back to shoulder height. Repeat for the desired number of repetitions.",fitness_exercises
ex_d30999f509,kettlebell seated two arm military press,shoulders,delts,"triceps, upper back",kettlebell,strength,unknown,"Sit on a bench with your back straight and feet flat on the ground. Hold a kettlebell in each hand at shoulder level with your palms facing forward. Press the kettlebells overhead by extending your arms fully. Pause for a moment at the top, then slowly lower the kettlebells back to shoulder level. Repeat for the desired number of repetitions.",fitness_exercises
ex_8a669f4ea1,kettlebell seesaw press,shoulders,delts,"triceps, core",kettlebell,strength,unknown,"Stand with your feet shoulder-width apart, holding a kettlebell in each hand at shoulder height. Press one kettlebell overhead while keeping the other kettlebell at shoulder height. Lower the pressed kettlebell back to shoulder height while simultaneously pressing the other kettlebell overhead. Continue alternating the pressing motion, creating a seesaw-like movement. Repeat for the desired number of repetitions.",fitness_exercises
ex_a4259135d0,kettlebell thruster,shoulders,delts,"quadriceps, glutes, core",kettlebell,strength,unknown,"Start by standing with your feet shoulder-width apart, holding a kettlebell in front of your chest with both hands, palms facing each other. Lower into a squat position by bending your knees and pushing your hips back, keeping your chest up and your back straight. As you reach the bottom of the squat, explosively drive through your heels to stand up, simultaneously pressing the kettlebell overhead. Lock out your arms at the top of the movement, fully extending your elbows. Lower the kettlebell back to the starting position by reversing the movement, bending your elbows and lowering the weight back to your chest. Repeat for the desired number of repetitions.",fitness_exercises
ex_a057a9d7d6,kettlebell two arm clean,shoulders,delts,"traps, forearms",kettlebell,strength,unknown,"Stand with your feet shoulder-width apart, holding a kettlebell in front of your thighs with both hands, palms facing towards you. Bend your knees slightly and hinge at the hips, lowering the kettlebell towards the ground. Explosively extend your hips and knees, using the momentum to pull the kettlebell up towards your shoulders. As the kettlebell reaches shoulder height, rotate your wrists and catch the kettlebell in the rack position, with your elbows tucked in and the kettlebell resting on the back of your forearm. Lower the kettlebell back down to the starting position and repeat for the desired number of repetitions.",fitness_exercises
ex_fd2f9b510c,kettlebell two arm military press,shoulders,delts,"triceps, upper back",kettlebell,strength,unknown,"Stand with your feet shoulder-width apart, holding a kettlebell in each hand at shoulder level with your palms facing forward. Engage your core and press the kettlebells overhead, fully extending your arms. Pause for a moment at the top, then slowly lower the kettlebells back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_d14f3abd2b,landmine lateral raise,shoulders,delts,"traps, upper back",barbell,strength,unknown,"Stand with your feet shoulder-width apart and knees slightly bent. Hold the barbell with an overhand grip, resting it on the front of your shoulders. Keeping your core engaged and back straight, lift the barbell up and away from your body, raising it to shoulder height. Pause for a moment at the top, then slowly lower the barbell back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_b908267b18,left hook. boxing,shoulders,delts,"biceps, triceps, forearms",bodyweight,strength,unknown,Stand with your feet shoulder-width apart and your knees slightly bent. Keep your left hand up to protect your face and your right hand by your chin. Rotate your hips and pivot on your left foot as you extend your left arm forward in a punching motion. Twist your torso and engage your core muscles to generate power in the punch. Snap your arm back to the starting position and repeat for the desired number of repetitions.,fitness_exercises
ex_05ed07b6b8,lever lateral raise,shoulders,delts,"traps, upper back",leverage machine,strength,unknown,"Adjust the seat height and position yourself on the machine with your back against the pad. Grasp the handles with an overhand grip and keep your arms straight. Exhale and raise your arms out to the sides until they are parallel to the floor. Pause for a moment at the top, then inhale and slowly lower your arms back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_3515287624,lever military press,shoulders,delts,"triceps, upper chest",leverage machine,strength,unknown,"Adjust the seat height and position yourself on the machine with your back against the backrest. Grasp the handles with an overhand grip and position your hands slightly wider than shoulder-width apart. Push the handles upward until your arms are fully extended, but do not lock your elbows. Pause for a moment at the top, then slowly lower the handles back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_72d4f338b0,lever one arm shoulder press,shoulders,delts,"triceps, upper back",leverage machine,strength,unknown,"Adjust the seat height and position yourself on the machine with your back against the pad. Grasp the lever handle with one hand and position your elbow at a 90-degree angle. Press the lever upward until your arm is fully extended overhead. Pause for a moment at the top, then slowly lower the lever back down to the starting position. Repeat for the desired number of repetitions, then switch to the other arm.",fitness_exercises
ex_150cc45b4b,lever seated reverse fly,shoulders,delts,"trapezius, rhomboids",leverage machine,strength,unknown,"Adjust the seat height and position yourself on the machine with your chest against the pad and your feet flat on the floor. Grasp the handles with an overhand grip and keep your arms slightly bent. Exhale and squeeze your shoulder blades together as you pull the handles back and outward, away from your body. Pause for a moment at the peak contraction, then inhale and slowly return to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_95a6fa8239,lever seated reverse fly (parallel grip),shoulders,delts,"trapezius, rhomboids",leverage machine,strength,unknown,"Adjust the seat height and position yourself on the machine with your chest against the pad and your feet flat on the floor. Grasp the handles with a parallel grip, palms facing each other, and keep your arms slightly bent. Exhale and squeeze your shoulder blades together as you pull the handles back and outward, away from your body. Pause for a moment at the peak contraction, then inhale and slowly return to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_e370be81e4,lever shoulder press,shoulders,delts,"triceps, chest",leverage machine,strength,unknown,"Adjust the seat height and position yourself on the machine with your back against the backrest. Grasp the handles with an overhand grip and position your hands at shoulder level. Push the handles upward until your arms are fully extended, but do not lock your elbows. Pause for a moment at the top, then slowly lower the handles back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_dc1a5f333a,lever shoulder press v. 2,shoulders,delts,"triceps, chest",leverage machine,strength,unknown,"Adjust the seat height and backrest of the leverage machine to a comfortable position. Sit on the machine with your back against the backrest and your feet flat on the floor. Grasp the handles of the machine with an overhand grip, slightly wider than shoulder-width apart. Push the handles upward and forward until your arms are fully extended, but not locked. Pause for a moment at the top, then slowly lower the handles back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_4f76a25c38,lever shoulder press v. 3,shoulders,delts,"triceps, chest",leverage machine,strength,unknown,"Adjust the seat height and backrest of the leverage machine to a comfortable position. Sit on the machine with your back against the backrest and your feet flat on the floor. Grasp the handles of the machine with an overhand grip, slightly wider than shoulder-width apart. Push the handles upward and forward until your arms are fully extended, but not locked. Pause for a moment at the top, then slowly lower the handles back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_fc430ad2b3,rear deltoid stretch,shoulders,delts,"trapezius, rhomboids",bodyweight,mobility,unknown,"Stand tall with your feet shoulder-width apart. Extend your right arm across your chest, placing your left hand on your right elbow. Gently pull your right arm towards your left shoulder, feeling a stretch in your right shoulder. Hold the stretch for 15-30 seconds, then release. Repeat on the other side.",fitness_exercises
ex_bd03e93273,resistance band seated shoulder press,shoulders,delts,"triceps, upper back",resistance band,strength,unknown,"Sit on a chair or bench with your back straight and feet flat on the ground. Hold the resistance band with both hands, palms facing forward, and bring it up to shoulder level. Press the band overhead, extending your arms fully. Pause for a moment at the top, then slowly lower the band back down to shoulder level. Repeat for the desired number of repetitions.",fitness_exercises
ex_d3a2f9c875,smith behind neck press,shoulders,delts,"triceps, upper back",smith machine,strength,unknown,"Adjust the seat height of the smith machine so that the bar is at shoulder level. Stand with your feet shoulder-width apart and your knees slightly bent. Grasp the bar with an overhand grip, slightly wider than shoulder-width apart. Lift the bar off the rack and step back, maintaining a stable stance. Lower the bar down to the back of your neck, keeping your elbows pointing forward. Press the bar up overhead until your arms are fully extended. Pause for a moment at the top, then slowly lower the bar back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_3bf21fcbf3,smith rear delt row,shoulders,delts,"trapezius, rhomboids, biceps",smith machine,strength,unknown,"Adjust the seat height and position yourself on the machine with your chest against the pad and your feet flat on the ground. Grasp the handles with an overhand grip, slightly wider than shoulder-width apart. Keep your back straight and your core engaged as you pull the handles towards your chest, squeezing your shoulder blades together. Pause for a moment at the top of the movement, then slowly release the handles back to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_1bd418be09,smith seated shoulder press,shoulders,delts,"triceps, upper back",smith machine,strength,unknown,"Adjust the seat height so that the handles are at shoulder level. Sit on the machine with your back against the pad and your feet flat on the floor. Grasp the handles with an overhand grip and lift them off the supports, extending your arms fully. Lower the handles down to shoulder level, keeping your elbows slightly bent. Press the handles up overhead until your arms are fully extended. Pause for a moment at the top, then slowly lower the handles back down to shoulder level. Repeat for the desired number of repetitions.",fitness_exercises
ex_351aa3f1f9,smith shoulder press,shoulders,delts,"triceps, upper back",smith machine,strength,unknown,"Adjust the seat height and position yourself on the smith machine with your feet shoulder-width apart. Grasp the bar with an overhand grip, slightly wider than shoulder-width apart. Lift the bar off the rack and position it at shoulder level, with your elbows bent and palms facing forward. Press the bar upward until your arms are fully extended overhead. Pause for a moment at the top, then slowly lower the bar back down to shoulder level. Repeat for the desired number of repetitions.",fitness_exercises
ex_07632d4190,smith standing behind head military press,shoulders,delts,"triceps, upper back",smith machine,strength,unknown,"Adjust the seat height of the smith machine so that the bar is at shoulder level. Stand with your feet shoulder-width apart and your knees slightly bent. Grasp the bar with an overhand grip, slightly wider than shoulder-width apart. Lift the bar off the rack and step back, maintaining a stable stance. Position the bar behind your head, resting on your upper traps. Keep your core engaged and your chest lifted throughout the exercise. Press the bar overhead by extending your arms, fully straightening them. Pause briefly at the top of the movement, then slowly lower the bar back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_e8fd7336bb,smith standing military press,shoulders,delts,"triceps, upper back",smith machine,strength,unknown,"Stand with your feet shoulder-width apart and your knees slightly bent. Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart. Lift the barbell off the rack and bring it down to shoulder level, with your palms facing forward. Press the barbell upward until your arms are fully extended overhead. Pause for a moment at the top, then slowly lower the barbell back down to shoulder level. Repeat for the desired number of repetitions.",fitness_exercises
ex_58ce7ef8d3,smith upright row,shoulders,delts,"traps, biceps",smith machine,strength,unknown,"Stand with your feet shoulder-width apart, facing the smith machine. Grasp the barbell with an overhand grip, hands slightly wider than shoulder-width apart. Keep your back straight and your core engaged. Pull the barbell up towards your chin, leading with your elbows. Pause for a moment at the top, then slowly lower the barbell back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_9369afabe3,standing behind neck press,shoulders,delts,"triceps, upper back",barbell,strength,unknown,"Stand with your feet shoulder-width apart and hold the barbell behind your neck with an overhand grip. Keep your back straight and core engaged. Press the barbell overhead by extending your arms, fully extending your elbows. Pause for a moment at the top, then slowly lower the barbell back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_ac451ad5fa,weighted front raise,shoulders,delts,"biceps, forearms",weighted,strength,unknown,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing your thighs. Keeping your arms straight, exhale and lift the dumbbells in front of you until they are at shoulder level. Pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_59513fafa2,weighted kneeling step with swing,shoulders,delts,"triceps, core",weighted,strength,unknown,"Start in a kneeling position with your knees hip-width apart and your back straight. Hold a weight in each hand, with your arms extended straight down in front of you. Engage your core and swing the weights up and overhead, keeping your arms straight. Lower the weights back down to the starting position and repeat for the desired number of repetitions.",fitness_exercises
ex_da7ca30726,weighted round arm,shoulders,delts,"triceps, upper back",weighted,strength,unknown,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand. Bend your knees slightly and hinge forward at the hips, keeping your back straight. Raise your arms out to the sides, keeping a slight bend in your elbows. Continue lifting your arms until they are parallel to the ground. Pause for a moment at the top, then slowly lower your arms back down to the starting position. Repeat for the desired number of repetitions.",fitness_exercises
ex_1ba035fda0,Alternating Deltoid Raise,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_ee7940b2ed,Alternating Kettlebell Press,shoulders,shoulders,unknown,kettlebell,strength,unknown,unknown,gym_exercises
ex_726869fd54,Alternating dumbbell front raise,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_ed88a06dfa,Alternating standing shoulder press,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_0e2b46599f,Arnold press,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_173efb9ec3,Barbell Shoulder Press,shoulders,shoulders,unknown,barbell,strength,unknown,unknown,gym_exercises
ex_308ef686ae,Barbell rear delt bent-over row,shoulders,shoulders,unknown,barbell,strength,unknown,unknown,gym_exercises
ex_f4b9984b18,Barbell upright row,shoulders,shoulders,unknown,barbell,strength,unknown,unknown,gym_exercises
ex_8c6690f8ea,Battle ropes,shoulders,shoulders,unknown,other,cardio,unknown,unknown,gym_exercises
ex_0351f0496d,Bent-over dumbbell rear delt row,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_991c2ac782,Cable Internal Rotation,shoulders,shoulders,unknown,cable,mobility,unknown,unknown,gym_exercises
ex_c335056a5c,Car driver,shoulders,shoulders,unknown,other,strength,unknown,unknown,gym_exercises
ex_7e84959e7f,Clean and jerk,shoulders,shoulders,unknown,barbell,strength,unknown,unknown,gym_exercises
ex_0d78f589ef,Clean and press,shoulders,shoulders,unknown,barbell,strength,unknown,unknown,gym_exercises
ex_608b8d9498,Dumbbell Lying Rear Lateral Raise,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_335823a6f0,Dumbbell Raise,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_11c07faa48,Dumbbell external shoulder rotation,shoulders,shoulders,unknown,dumbbell,mobility,unknown,unknown,gym_exercises
ex_bfdec66878,Dumbbell front raise,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_92f403113f,Dumbbell front raise to lateral raise,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_2eecda9a24,External Rotation with Cable,shoulders,shoulders,unknown,cable,mobility,unknown,unknown,gym_exercises
ex_22f8ab930e,Front Plate Raise,shoulders,shoulders,unknown,other,strength,unknown,unknown,gym_exercises
ex_4bf4ea6172,Handstand push-up,shoulders,shoulders,unknown,bodyweight,strength,unknown,unknown,gym_exercises
ex_c6bf9ddfc6,Incline dumbbell front raise,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_0746891ab1,Incline dumbbell reverse fly,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_8f339b1448,Incline face-down bar front raise,shoulders,shoulders,unknown,e-z curl bar,strength,unknown,unknown,gym_exercises
ex_7d483eb484,Kettlebell Turkish Get-Up (Squat style),shoulders,shoulders,unknown,unknown,strength,unknown,unknown,gym_exercises
ex_816b9061ea,Machine shoulder press,shoulders,shoulders,unknown,machine,strength,unknown,unknown,gym_exercises
ex_e315f48c4b,Military press,shoulders,shoulders,unknown,barbell,strength,unknown,unknown,gym_exercises
ex_c753eb93dd,Overhead dumbbell front raise,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_681548d412,Power Partials,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_4292934326,Seated Dumbbell Press,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_ee91edaeeb,Seated Side Lateral Raise,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_4fe30ee6b0,Seated barbell shoulder press,shoulders,shoulders,unknown,barbell,strength,unknown,unknown,gym_exercises
ex_45e1ba77de,Seated cable shoulder press,shoulders,shoulders,unknown,cable,strength,unknown,unknown,gym_exercises
ex_7c23deb8ef,Seated dumbbell shoulder press,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_3f714c28c4,Seated face pull,shoulders,shoulders,unknown,cable,strength,unknown,unknown,gym_exercises
ex_91bb85b70b,Seated rear delt fly,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_3bf52e1969,Side Lateral Raise,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_5c602e896c,Side Wrist Pull,shoulders,shoulders,unknown,unknown,strength,unknown,unknown,gym_exercises
ex_a7d87a9325,Single-arm bent-over cable rear delt fly,shoulders,shoulders,unknown,cable,strength,unknown,unknown,gym_exercises
ex_8096c7f05b,Single-arm cable front raise,shoulders,shoulders,unknown,cable,strength,unknown,unknown,gym_exercises
ex_bc49b07a92,Single-arm incline lateral raise,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_58b39f04ad,Single-arm incline rear delt raise,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_7f3ef76127,Single-arm kettlebell clean and jerk,shoulders,shoulders,unknown,kettlebell,strength,unknown,unknown,gym_exercises
ex_59bb805d3c,Single-arm kettlebell push-press,shoulders,shoulders,unknown,kettlebell,strength,unknown,unknown,gym_exercises
ex_64ab8d946f,Single-arm kettlebell snatch,shoulders,shoulders,unknown,kettlebell,strength,unknown,unknown,gym_exercises
ex_1ae8c158a4,Single-arm lateral raise,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_91bfbbbdb6,Single-arm palm-in dumbbell shoulder press,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_e89d4fdfda,Single-arm standing shoulder press,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_64dcaf4d1f,Single-dumbbell front raise,shoulders,shoulders,unknown,dumbbell,strength,unknown,unknown,gym_exercises
ex_af6d5dfdb3,Smith machine shoulder press,shoulders,shoulders,unknown,machine,strength,unknown,unknown,gym_exercises
ex_2be2b04d44,Snatch-Grip Behind-The-Neck Overhead Press,shoulders,shoulders,unknown,barbell,strength,unknown,unknown,gym_exercises
ex_f9127797df,Standing Bradford press,shoulders,shoulders,unknown,barbell,strength,unknown,unknown,gym_exercises
